path,classification,diameter
main\Intermediate erythroblast\Intermediate erythroblast_1951.jpeg,Intermediate erythroblast,8.1
main\Intermediate erythroblast\Intermediate erythroblast_1952.jpeg,Intermediate erythroblast,8.1
main\Intermediate erythroblast\Intermediate erythroblast_1953.jpeg,Intermediate erythroblast,8.6
main\Intermediate erythroblast\Intermediate erythroblast_1954.jpeg,Intermediate erythroblast,8.6
main\Intermediate erythroblast\Intermediate erythroblast_1955.jpeg,Intermediate erythroblast,8.6
main\Intermediate erythroblast\Intermediate erythroblast_1956.jpeg,Intermediate erythroblast,8.6
main\Intermediate erythroblast\Intermediate erythroblast_1957.jpeg,Intermediate erythroblast,8.6
main\Intermediate erythroblast\Intermediate erythroblast_1958.jpeg,Intermediate erythroblast,9.1
main\Intermediate erythroblast\Intermediate erythroblast_1959.jpeg,Intermediate erythroblast,9.1
main\Intermediate erythroblast\Intermediate erythroblast_1960.jpeg,Intermediate erythroblast,9.1
main\Intermediate erythroblast\Intermediate erythroblast_1961.jpeg,Intermediate erythroblast,9.1
main\Intermediate erythroblast\Intermediate erythroblast_1962.jpeg,Intermediate erythroblast,9.1
main\Intermediate erythroblast\Intermediate erythroblast_1963.jpeg,Intermediate erythroblast,9.1
main\Intermediate erythroblast\Intermediate erythroblast_1964.jpeg,Intermediate erythroblast,9.1
main\Intermediate erythroblast\Intermediate erythroblast_1965.jpeg,Intermediate erythroblast,9.1
main\Intermediate erythroblast\Intermediate erythroblast_1966.jpeg,Intermediate erythroblast,9.5
main\Intermediate erythroblast\Intermediate erythroblast_1967.jpeg,Intermediate erythroblast,9.5
main\Intermediate erythroblast\Intermediate erythroblast_1968.jpeg,Intermediate erythroblast,9.5
main\Intermediate erythroblast\Intermediate erythroblast_1969.jpeg,Intermediate erythroblast,9.5
main\Intermediate erythroblast\Intermediate erythroblast_1970.jpeg,Intermediate erythroblast,10.6
main\Intermediate erythroblast\Intermediate erythroblast_1971.jpeg,Intermediate erythroblast,10.6
main\Intermediate erythroblast\Intermediate erythroblast_1972.jpeg,Intermediate erythroblast,10.6
main\Intermediate erythroblast\Intermediate erythroblast_1973.jpeg,Intermediate erythroblast,10.6
main\Intermediate erythroblast\Intermediate erythroblast_1974.jpeg,Intermediate erythroblast,20.1
main\Intermediate erythroblast\Intermediate erythroblast_1975.jpeg,Intermediate erythroblast,4.3
main\Intermediate erythroblast\Intermediate erythroblast_1976.jpeg,Intermediate erythroblast,4.3
main\Intermediate erythroblast\Intermediate erythroblast_1977.jpeg,Intermediate erythroblast,4.3
main\Intermediate erythroblast\Intermediate erythroblast_1978.jpeg,Intermediate erythroblast,4.8
main\Intermediate erythroblast\Intermediate erythroblast_1979.jpeg,Intermediate erythroblast,4.8
main\Intermediate erythroblast\Intermediate erythroblast_1980.jpeg,Intermediate erythroblast,4.8
main\Intermediate erythroblast\Intermediate erythroblast_1981.jpeg,Intermediate erythroblast,4.8
main\Intermediate erythroblast\Intermediate erythroblast_1982.jpeg,Intermediate erythroblast,4.8
main\Intermediate erythroblast\Intermediate erythroblast_1983.jpeg,Intermediate erythroblast,4.8
main\Intermediate erythroblast\Intermediate erythroblast_1984.jpeg,Intermediate erythroblast,4.8
main\Intermediate erythroblast\Intermediate erythroblast_1985.jpeg,Intermediate erythroblast,4.8
main\Intermediate erythroblast\Intermediate erythroblast_1986.jpeg,Intermediate erythroblast,4.8
main\Intermediate erythroblast\Intermediate erythroblast_1987.jpeg,Intermediate erythroblast,4.8
main\Intermediate erythroblast\Intermediate erythroblast_1988.jpeg,Intermediate erythroblast,4.8
main\Intermediate erythroblast\Intermediate erythroblast_1989.jpeg,Intermediate erythroblast,4.8
main\Intermediate erythroblast\Intermediate erythroblast_1990.jpeg,Intermediate erythroblast,4.8
main\Intermediate erythroblast\Intermediate erythroblast_1991.jpeg,Intermediate erythroblast,4.8
main\Intermediate erythroblast\Intermediate erythroblast_1992.jpeg,Intermediate erythroblast,4.8
main\Intermediate erythroblast\Intermediate erythroblast_1993.jpeg,Intermediate erythroblast,4.8
main\Intermediate erythroblast\Intermediate erythroblast_1994.jpeg,Intermediate erythroblast,4.8
main\Intermediate erythroblast\Intermediate erythroblast_1995.jpeg,Intermediate erythroblast,4.8
main\Intermediate erythroblast\Intermediate erythroblast_1996.jpeg,Intermediate erythroblast,5.3
main\Intermediate erythroblast\Intermediate erythroblast_1997.jpeg,Intermediate erythroblast,5.3
main\Intermediate erythroblast\Intermediate erythroblast_1998.jpeg,Intermediate erythroblast,5.3
main\Intermediate erythroblast\Intermediate erythroblast_1999.jpeg,Intermediate erythroblast,5.3
main\Intermediate erythroblast\Intermediate erythroblast_2000.jpeg,Intermediate erythroblast,5.3
main\Intermediate erythroblast\Intermediate erythroblast_2001.jpeg,Intermediate erythroblast,5.3
main\Intermediate erythroblast\Intermediate erythroblast_2002.jpeg,Intermediate erythroblast,5.3
main\Intermediate erythroblast\Intermediate erythroblast_2003.jpeg,Intermediate erythroblast,5.3
main\Intermediate erythroblast\Intermediate erythroblast_2004.jpeg,Intermediate erythroblast,5.3
main\Intermediate erythroblast\Intermediate erythroblast_2005.jpeg,Intermediate erythroblast,5.3
main\Intermediate erythroblast\Intermediate erythroblast_2006.jpeg,Intermediate erythroblast,5.3
main\Intermediate erythroblast\Intermediate erythroblast_2007.jpeg,Intermediate erythroblast,5.3
main\Intermediate erythroblast\Intermediate erythroblast_2008.jpeg,Intermediate erythroblast,5.3
main\Intermediate erythroblast\Intermediate erythroblast_2009.jpeg,Intermediate erythroblast,5.3
main\Intermediate erythroblast\Intermediate erythroblast_2010.jpeg,Intermediate erythroblast,5.3
main\Intermediate erythroblast\Intermediate erythroblast_2011.jpeg,Intermediate erythroblast,5.3
main\Intermediate erythroblast\Intermediate erythroblast_2012.jpeg,Intermediate erythroblast,5.3
main\Intermediate erythroblast\Intermediate erythroblast_2013.jpeg,Intermediate erythroblast,5.3
main\Intermediate erythroblast\Intermediate erythroblast_2014.jpeg,Intermediate erythroblast,5.3
main\Intermediate erythroblast\Intermediate erythroblast_2015.jpeg,Intermediate erythroblast,5.3
main\Intermediate erythroblast\Intermediate erythroblast_2016.jpeg,Intermediate erythroblast,5.3
main\Intermediate erythroblast\Intermediate erythroblast_2017.jpeg,Intermediate erythroblast,5.3
main\Intermediate erythroblast\Intermediate erythroblast_2018.jpeg,Intermediate erythroblast,5.3
main\Intermediate erythroblast\Intermediate erythroblast_2019.jpeg,Intermediate erythroblast,5.3
main\Intermediate erythroblast\Intermediate erythroblast_2020.jpeg,Intermediate erythroblast,5.3
main\Intermediate erythroblast\Intermediate erythroblast_2021.jpeg,Intermediate erythroblast,5.3
main\Intermediate erythroblast\Intermediate erythroblast_2022.jpeg,Intermediate erythroblast,5.3
main\Intermediate erythroblast\Intermediate erythroblast_2023.jpeg,Intermediate erythroblast,5.3
main\Intermediate erythroblast\Intermediate erythroblast_2024.jpeg,Intermediate erythroblast,5.7
main\Intermediate erythroblast\Intermediate erythroblast_2025.jpeg,Intermediate erythroblast,5.7
main\Intermediate erythroblast\Intermediate erythroblast_2026.jpeg,Intermediate erythroblast,5.7
main\Intermediate erythroblast\Intermediate erythroblast_2027.jpeg,Intermediate erythroblast,5.7
main\Intermediate erythroblast\Intermediate erythroblast_2028.jpeg,Intermediate erythroblast,5.7
main\Intermediate erythroblast\Intermediate erythroblast_2029.jpeg,Intermediate erythroblast,5.7
main\Intermediate erythroblast\Intermediate erythroblast_2030.jpeg,Intermediate erythroblast,5.7
main\Intermediate erythroblast\Intermediate erythroblast_2031.jpeg,Intermediate erythroblast,5.7
main\Intermediate erythroblast\Intermediate erythroblast_2032.jpeg,Intermediate erythroblast,5.7
main\Intermediate erythroblast\Intermediate erythroblast_2033.jpeg,Intermediate erythroblast,5.7
main\Intermediate erythroblast\Intermediate erythroblast_2034.jpeg,Intermediate erythroblast,5.7
main\Intermediate erythroblast\Intermediate erythroblast_2035.jpeg,Intermediate erythroblast,5.7
main\Intermediate erythroblast\Intermediate erythroblast_2036.jpeg,Intermediate erythroblast,5.7
main\Intermediate erythroblast\Intermediate erythroblast_2037.jpeg,Intermediate erythroblast,5.7
main\Intermediate erythroblast\Intermediate erythroblast_2038.jpeg,Intermediate erythroblast,5.7
main\Intermediate erythroblast\Intermediate erythroblast_2039.jpeg,Intermediate erythroblast,5.7
main\Intermediate erythroblast\Intermediate erythroblast_2040.jpeg,Intermediate erythroblast,5.7
main\Intermediate erythroblast\Intermediate erythroblast_2041.jpeg,Intermediate erythroblast,5.7
main\Intermediate erythroblast\Intermediate erythroblast_2042.jpeg,Intermediate erythroblast,5.7
main\Intermediate erythroblast\Intermediate erythroblast_2043.jpeg,Intermediate erythroblast,5.7
main\Intermediate erythroblast\Intermediate erythroblast_2044.jpeg,Intermediate erythroblast,5.7
main\Intermediate erythroblast\Intermediate erythroblast_2045.jpeg,Intermediate erythroblast,5.7
main\Intermediate erythroblast\Intermediate erythroblast_2046.jpeg,Intermediate erythroblast,5.7
main\Intermediate erythroblast\Intermediate erythroblast_2047.jpeg,Intermediate erythroblast,5.7
main\Intermediate erythroblast\Intermediate erythroblast_2048.jpeg,Intermediate erythroblast,5.7
main\Intermediate erythroblast\Intermediate erythroblast_2049.jpeg,Intermediate erythroblast,5.7
main\Intermediate erythroblast\Intermediate erythroblast_2050.jpeg,Intermediate erythroblast,5.7
main\Intermediate erythroblast\Intermediate erythroblast_2051.jpeg,Intermediate erythroblast,5.7
main\Intermediate erythroblast\Intermediate erythroblast_2052.jpeg,Intermediate erythroblast,5.7
main\Intermediate erythroblast\Intermediate erythroblast_2053.jpeg,Intermediate erythroblast,5.7
main\Intermediate erythroblast\Intermediate erythroblast_2054.jpeg,Intermediate erythroblast,6.2
main\Intermediate erythroblast\Intermediate erythroblast_2055.jpeg,Intermediate erythroblast,6.2
main\Intermediate erythroblast\Intermediate erythroblast_2056.jpeg,Intermediate erythroblast,6.2
main\Intermediate erythroblast\Intermediate erythroblast_2057.jpeg,Intermediate erythroblast,6.2
main\Intermediate erythroblast\Intermediate erythroblast_2058.jpeg,Intermediate erythroblast,6.2
main\Intermediate erythroblast\Intermediate erythroblast_2059.jpeg,Intermediate erythroblast,6.2
main\Intermediate erythroblast\Intermediate erythroblast_2060.jpeg,Intermediate erythroblast,6.2
main\Intermediate erythroblast\Intermediate erythroblast_2061.jpeg,Intermediate erythroblast,6.2
main\Intermediate erythroblast\Intermediate erythroblast_2062.jpeg,Intermediate erythroblast,6.2
main\Intermediate erythroblast\Intermediate erythroblast_2063.jpeg,Intermediate erythroblast,6.2
main\Intermediate erythroblast\Intermediate erythroblast_2064.jpeg,Intermediate erythroblast,6.8
main\Intermediate erythroblast\Intermediate erythroblast_2065.jpeg,Intermediate erythroblast,6.8
main\Intermediate erythroblast\Intermediate erythroblast_2066.jpeg,Intermediate erythroblast,6.8
main\Intermediate erythroblast\Intermediate erythroblast_2067.jpeg,Intermediate erythroblast,6.8
main\Intermediate erythroblast\Intermediate erythroblast_2068.jpeg,Intermediate erythroblast,6.8
main\Intermediate erythroblast\Intermediate erythroblast_2069.jpeg,Intermediate erythroblast,6.8
main\Intermediate erythroblast\Intermediate erythroblast_2070.jpeg,Intermediate erythroblast,7.2
main\Intermediate erythroblast\Intermediate erythroblast_2071.jpeg,Intermediate erythroblast,7.2
main\Intermediate erythroblast\Intermediate erythroblast_2072.jpeg,Intermediate erythroblast,7.2
main\Intermediate erythroblast\Intermediate erythroblast_2073.jpeg,Intermediate erythroblast,7.2
main\Intermediate erythroblast\Intermediate erythroblast_2074.jpeg,Intermediate erythroblast,7.2
main\Intermediate erythroblast\Intermediate erythroblast_2075.jpeg,Intermediate erythroblast,7.2
main\Intermediate erythroblast\Intermediate erythroblast_2076.jpeg,Intermediate erythroblast,7.6
main\Intermediate erythroblast\Intermediate erythroblast_2077.jpeg,Intermediate erythroblast,7.6
main\Intermediate erythroblast\Intermediate erythroblast_2078.jpeg,Intermediate erythroblast,7.6
main\Intermediate erythroblast\Intermediate erythroblast_2079.jpeg,Intermediate erythroblast,7.6
main\Intermediate erythroblast\Intermediate erythroblast_2080.jpeg,Intermediate erythroblast,8.1
main\Intermediate erythroblast\Intermediate erythroblast_2081.jpeg,Intermediate erythroblast,8.6
main\Intermediate erythroblast\Intermediate erythroblast_2082.jpeg,Intermediate erythroblast,9.5
main\Intermediate erythroblast\Intermediate erythroblast_2083.jpeg,Intermediate erythroblast,9.5
main\Late erythroblast\Late erythroblast_0000.jpeg,Late erythroblast,10
main\Late erythroblast\Late erythroblast_0001.jpeg,Late erythroblast,10
main\Late erythroblast\Late erythroblast_0002.jpeg,Late erythroblast,10
main\Late erythroblast\Late erythroblast_0003.jpeg,Late erythroblast,10
main\Late erythroblast\Late erythroblast_0004.jpeg,Late erythroblast,10
main\Late erythroblast\Late erythroblast_0005.jpeg,Late erythroblast,10
main\Late erythroblast\Late erythroblast_0006.jpeg,Late erythroblast,10.6
main\Late erythroblast\Late erythroblast_0007.jpeg,Late erythroblast,10.6
main\Late erythroblast\Late erythroblast_0008.jpeg,Late erythroblast,10.6
main\Late erythroblast\Late erythroblast_0009.jpeg,Late erythroblast,11
main\Late erythroblast\Late erythroblast_0010.jpeg,Late erythroblast,11
main\Late erythroblast\Late erythroblast_0011.jpeg,Late erythroblast,11.5
main\Late erythroblast\Late erythroblast_0012.jpeg,Late erythroblast,11.5
main\Late erythroblast\Late erythroblast_0013.jpeg,Late erythroblast,11.5
main\Late erythroblast\Late erythroblast_0014.jpeg,Late erythroblast,11.5
main\Late erythroblast\Late erythroblast_0015.jpeg,Late erythroblast,11.5
main\Late erythroblast\Late erythroblast_0016.jpeg,Late erythroblast,11.5
main\Late erythroblast\Late erythroblast_0017.jpeg,Late erythroblast,11.5
main\Late erythroblast\Late erythroblast_0018.jpeg,Late erythroblast,12
main\Late erythroblast\Late erythroblast_0019.jpeg,Late erythroblast,12.4
main\Late erythroblast\Late erythroblast_0020.jpeg,Late erythroblast,13.4
main\Late erythroblast\Late erythroblast_0021.jpeg,Late erythroblast,21.1
main\Late erythroblast\Late erythroblast_0022.jpeg,Late erythroblast,6.8
main\Late erythroblast\Late erythroblast_0023.jpeg,Late erythroblast,7.2
main\Late erythroblast\Late erythroblast_0024.jpeg,Late erythroblast,7.6
main\Late erythroblast\Late erythroblast_0025.jpeg,Late erythroblast,8.1
main\Late erythroblast\Late erythroblast_0026.jpeg,Late erythroblast,8.1
main\Late erythroblast\Late erythroblast_0027.jpeg,Late erythroblast,8.1
main\Late erythroblast\Late erythroblast_0028.jpeg,Late erythroblast,8.6
main\Late erythroblast\Late erythroblast_0029.jpeg,Late erythroblast,8.6
main\Late erythroblast\Late erythroblast_0030.jpeg,Late erythroblast,9.1
main\Late erythroblast\Late erythroblast_0031.jpeg,Late erythroblast,9.1
main\Late erythroblast\Late erythroblast_0032.jpeg,Late erythroblast,9.1
main\Late erythroblast\Late erythroblast_0033.jpeg,Late erythroblast,9.1
main\Late erythroblast\Late erythroblast_0034.jpeg,Late erythroblast,9.1
main\Late erythroblast\Late erythroblast_0035.jpeg,Late erythroblast,9.5
main\Late erythroblast\Late erythroblast_0036.jpeg,Late erythroblast,9.5
main\Late erythroblast\Late erythroblast_0037.jpeg,Late erythroblast,9.5
main\Late erythroblast\Late erythroblast_0038.jpeg,Late erythroblast,10.6
